subject,subject_type,relation,object,object_type,date
morgan stanley,PERUSAHAAN,Menurunkan,peringkat saham indonesia dalam morgan stanley capital indeks (msci),KONSEP,2025-03-01 11:00:00
budi tampubolon,ORANG,Mengumumkan,industri asuransi jiwa tidak pernah keluar dari pasar saham,KONSEP,2025-03-01 11:00:00
industri asuransi jiwa,SEKTOR,Mempengaruhi,kondisi pasar modal yang masih bergejolak,KONSEP,2025-03-01 11:00:00
industri asuransi jiwa,SEKTOR,Mengendalikan,produk asuransi,PRODUK,2025-03-01 11:00:00
asosiasi pengusaha indonesia,ORGANISASI,Mempengaruhi,iklim investasi,KONSEP,2025-03-01 08:54:00
gubernur jawa barat dedi mulyadi,ORANG,Mengumumkan,komitmen,KONSEP,2025-03-01 08:54:00
gubernur jawa barat dedi mulyadi,ORANG,BerdampakPositif,investasi,KONSEP,2025-03-01 08:54:00
jawa barat,WILAYAH,Menghasilkan,pengangguran,INDIKATOR_EKONOMI,2025-03-01 08:54:00
gubernur jawa barat dedi mulyadi,ORANG,Meningkatkan,iklim investasi,KONSEP,2025-03-01 08:54:00
gubernur jawa barat dedi mulyadi,ORANG,Mengendalikan,stabilitas ekonomi,KONSEP,2025-03-01 08:54:00
jawa barat,WILAYAH,BeroperasiDi,masyarakat sekitar perusahaan,ORGANISASI,2025-03-01 08:54:00
industri kayu,SEKTOR,Meningkatkan,jumlah pesanan,INDIKATOR_EKONOMI,2025-02-28 21:37:00
prabowo subianto,ORANG,Mengumumkan,prioritas presiden,KONSEP,2025-02-28 21:37:00
danantara,KONSEP,BerinvestasiDi,sektor petrokimia,SEKTOR,2025-02-28 21:37:00
industri elektronik,SEKTOR,BerdampakNegatif,daya saing industri dalam negeri,KONSEP,2025-02-28 21:37:00
kementerian perindustrian (kemenperin),PEMERINTAHAN,Mengendalikan,pembatasan impor produk elektronik,KONSEP,2025-02-28 21:37:00
kementerian perindustrian (kemenperin),PEMERINTAHAN,Mempengaruhi,indeks keyakinan konsumen (ikk),INDIKATOR_EKONOMI,2025-02-28 21:37:00
kementerian perindustrian (kemenperin),PEMERINTAHAN,Mengumumkan,peningkatan iki,INDIKATOR_EKONOMI,2025-02-28 21:37:00
indeks kepercayaan industri (iki),INDIKATOR_EKONOMI,Meningkatkan,angka ini,INDIKATOR_EKONOMI,2025-02-28 21:37:00
subsektor industri,SEKTOR,Berpartisipasi,produk domestik bruto (pdb),INDIKATOR_EKONOMI,2025-02-28 21:37:00
institute for development of economic and finance (indef),ORGANISASI,Mempengaruhi,aturan pemerintah pusat dan daerah,KONSEP,2025-02-28 18:59:00
esther sri astuti,ORANG,Mengumumkan,tantangan ke depannya adalah pemerataan pembangunan,KONSEP,2025-02-28 18:59:00
pemerintah daerah,PEMERINTAHAN,BeroperasiDi,daerah,WILAYAH,2025-02-28 18:59:00
pemerintah pusat,PEMERINTAHAN,Mempengaruhi,investasi,SEKTOR,2025-02-28 18:59:00
ray dalio,ORANG,Memiliki,400 juta dollar as,INDIKATOR_EKONOMI,2025-02-28 14:54:00
john paulson,ORANG,Memiliki,"1,12 miliar dollar as",INDIKATOR_EKONOMI,2025-02-28 14:54:00
sektor perbankan indonesia,SEKTOR,Memiliki,fundamental yang kuat,KONSEP,2025-02-28 14:05:00
sektor perbankan indonesia,SEKTOR,Mempengaruhi,kinerja ihsg,INDIKATOR_EKONOMI,2025-02-28 14:05:00
sektor perbankan indonesia,SEKTOR,Menghasilkan,kontribusi laba sektor perbankan,INDIKATOR_EKONOMI,2025-02-28 14:05:00
kementerian komdigi,PEMERINTAHAN,BerdampakPositif,investor,ORANG,2025-02-28 11:23:00
pemerintah,PEMERINTAHAN,Meningkatkan,pembangunan tiga pusat data nasional,KONSEP,2025-02-28 11:23:00
pemerintah,PEMERINTAHAN,Memperkenalkan,kebijakan yang mendukung investasi di sektor digital,KONSEP,2025-02-28 11:23:00
ibm,PERUSAHAAN,Mempengaruhi,transformasi digital,KONSEP,2025-02-28 11:23:00
ibm,PERUSAHAAN,BerinvestasiDi,ekosistem digital indonesia,KONSEP,2025-02-28 11:23:00
emiten-emiten perbankan,PERUSAHAAN,Mengendalikan,likuiditas,INDIKATOR_EKONOMI,2025-02-27 19:31:00
investor asing,ORANG,Berpartisipasi,aksi profit taking,KONSEP,2025-02-27 19:31:00
kebijakan trump,KONSEP,Mempengaruhi,inflasi,KONSEP,2025-02-27 19:31:00
suku bunga,INSTRUMEN_FINANSIAL,Mempengaruhi,kinerja perbankan,INDIKATOR_EKONOMI,2025-02-27 19:31:00
perang tarif,KONSEP,Mempengaruhi,aksi profit taking,KONSEP,2025-02-27 19:31:00
emiten-emiten perbankan berkapitalisasi besar,PERUSAHAAN,Mempengaruhi,kondisi fundamental ekonomi,KONSEP,2025-02-27 19:31:00
ihsg,INDIKATOR_EKONOMI,Mempengaruhi,suku bunga,INSTRUMEN_FINANSIAL,2025-02-27 19:31:00
wawan hendrayana,ORANG,Mengumumkan,strategi investasi,KONSEP,2025-02-27 19:31:00
investor pasar modal,ORANG,Mempengaruhi,indeks harga saham gabungan,INDIKATOR_EKONOMI,2025-02-27 19:31:00
investor,ORANG,Mengaitkan,buy on weakness,KONSEP,2025-02-27 19:31:00
oknum persit,ORGANISASI,Mengumumkan,penipuan,KONSEP,2025-02-27 18:10:00
indonesia,NEGARA,BerdampakNegatif,investor asing,ORGANISASI,2025-02-27 16:27:00
vietnam,NEGARA,Mengaitkan,investor asing,ORGANISASI,2025-02-27 16:27:00
pemerintah,PEMERINTAHAN,Mengumumkan,iklim investasi yang lebih nyaman,KONSEP,2025-02-27 16:27:00
ahmad badawi,ORANG,Mempengaruhi,investor asing,ORGANISASI,2025-02-27 16:27:00
komisi pemberantasan korupsi,BADAN_REGULATOR,Mengumumkan,penggeledahan,KONSEP,2025-02-27 15:58:00
mantan direktur utama pt taspen (persero) antonius ks kosasih,ORANG,Memiliki,safe deposit box,KONSEP,2025-02-27 15:58:00
pt taspen,PERUSAHAAN,BerinvestasiDi,reksadana rd i-next g2,INSTRUMEN_FINANSIAL,2025-02-27 15:58:00
pt pintu,PERUSAHAAN,Menghasilkan,fitur share profit and loss,PRODUK,2025-02-27 15:50:00
iskandar mohammad,ORANG,Mempengaruhi,trader,ORANG,2025-02-27 15:50:00
pt pintu,PERUSAHAAN,Menghasilkan,fitur stop loss,PRODUK,2025-02-27 15:50:00
pt pintu,PERUSAHAAN,Menghasilkan,fitur take profit,PRODUK,2025-02-27 15:50:00
pt pintu,PERUSAHAAN,Mengumumkan,pintu pro futures versi web,PRODUK,2025-02-27 15:50:00
apple,PERUSAHAAN,Mengumumkan,iphone 16,PRODUK,2025-02-27 14:05:00
apple,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-27 14:05:00
apple,PERUSAHAAN,Meningkatkan,investasi,KONSEP,2025-02-27 14:05:00
kementerian perindustrian,PEMERINTAHAN,Mengumumkan,rencana investasi apple,KONSEP,2025-02-27 14:05:00
kementerian perindustrian,PEMERINTAHAN,AnggotaDari,serifikat tkdn,KONSEP,2025-02-27 14:05:00
agus gumiwang kartasasmita,ORANG,Mengaitkan,nota kesepahaman,KONSEP,2025-02-27 14:05:00
temasek holdings,PERUSAHAAN,BerdampakPositif,keberlanjutan,KONSEP,2025-02-27 14:00:00
pemerintah,PEMERINTAHAN,Mempengaruhi,proyek-proyek energi terbarukan,KONSEP,2025-02-27 14:00:00
investor,ORGANISASI,BerinvestasiDi,danantara,PERUSAHAAN,2025-02-27 14:00:00
temasek holdings,PERUSAHAAN,Memiliki,taji besar,KONSEP,2025-02-27 14:00:00
putra adhiguna,ORANG,Mengaitkan,temasek holdings,PERUSAHAAN,2025-02-27 14:00:00
putra adhiguna,ORANG,Mempengaruhi,investor,ORGANISASI,2025-02-27 14:00:00
danantara,PERUSAHAAN,Mengendalikan,transisi energi,KONSEP,2025-02-27 14:00:00
badan pengelola investasi,ORGANISASI,Mengumumkan,strategi jangka panjang,KONSEP,2025-02-27 14:00:00
apple inc,PERUSAHAAN,Mengendalikan,vendor-vendornya,PERUSAHAAN,2025-02-27 13:42:00
todotua pasaribu,ORANG,Mempengaruhi,realisasi investasi,KONSEP,2025-02-27 13:42:00
vendor,PERUSAHAAN,BeroperasiDi,wilayah kawasan industri batam,WILAYAH,2025-02-27 13:42:00
apple inc,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-27 13:42:00
todotua pasaribu,ORANG,Mengumumkan,strategi konsolidasi,KONSEP,2025-02-27 13:22:00
jakarta,KOTA,BeroperasiDi,indonesia,NEGARA,2025-02-27 13:22:00
danantara,PEMERINTAHAN,Memiliki,strategi investasi dan hilirisasi,KONSEP,2025-02-27 13:22:00
todotua pasaribu,ORANG,Mengumumkan,rangkapan jabatan rosan roeslani,KONSEP,2025-02-27 13:22:00
oknum persit,ORANG,BerdampakNegatif,"pensiunan tni, polri, dan guru",ORANG,2025-02-27 12:23:00
dwi rahayu,ORANG,Mengendalikan,investasi fiktif,KONSEP,2025-02-27 12:23:00
investasi fiktif,KONSEP,BerdampakNegatif,"pensiunan tni, polri, dan guru",ORANG,2025-02-27 12:23:00
rest area,PRODUK,BeroperasiDi,perbatasan jalan purworejo-kulonprogo,WILAYAH,2025-02-27 12:23:00
bank,PERUSAHAAN,Berpartisipasi,penipuan,KONSEP,2025-02-27 12:23:00
pma,KONSEP,Menghasilkan,"realisasi pma sebesar 767,4 juta dolar as atau setara rp 11,5 triliun",KONSEP,2025-02-27 11:43:00
realisasi investasi di indonesia,INDIKATOR_EKONOMI,Meningkatkan,"total investasi pada periode januari-desember 2024 sebesar rp 1.714,2 triliun",KONSEP,2025-02-27 11:43:00
sub-sektor konstruksi,SEKTOR,Berpartisipasi,jumlah proyek pma sebanyak 4.147,KONSEP,2025-02-27 11:43:00
sub-sektor konstruksi,SEKTOR,Berpartisipasi,jumlah proyek sebanyak 108.854,KONSEP,2025-02-27 11:43:00
pmdn,KONSEP,Menghasilkan,"pmdn sub-sektor konstruksi pada tahun 2024 sebesar rp 33,3 triliun",KONSEP,2025-02-27 11:43:00
kementerian investasi dan hilirisasi/badan koordinasi penanaman modal (bkpm),BADAN_REGULATOR,Mengumumkan,"data tentang kontribusi properti 7,2 persen dari total realisasi investasi",KONSEP,2025-02-27 11:43:00
investasi,KONSEP,Meningkatkan,"nilai investasi sebesar rp 44,8 triliun",KONSEP,2025-02-27 11:43:00
konstruksi,SEKTOR,BerdampakPositif,realisasi investasi di indonesia,INDIKATOR_EKONOMI,2025-02-27 11:43:00
Dwi Rahayu,ORANG,Mengendalikan,investasi bodong,KONSEP,2025-02-27 10:36:00
Dwi Rahayu,ORANG,Mengumumkan,proyek pembangunan rest area,PRODUK,2025-02-27 10:36:00
Dwi Rahayu,ORANG,Berpartisipasi,warung makan Rejo Minang Resto,PERUSAHAAN,2025-02-27 10:36:00
Kasatreskrim Polres Purworejo,ORGANISASI,BerdampakNegatif,penawaran investasi,KONSEP,2025-02-27 10:36:00
toduta pasaribu,ORANG,Mempengaruhi,harga katalis,INDIKATOR_EKONOMI,2025-02-27 10:14:00
toduta pasaribu,ORANG,Mengumumkan,kemandirian suplai katalis,KONSEP,2025-02-27 10:14:00
apple inc,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 19:37:00
apple,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 19:37:00
kementerian perindustrian,PEMERINTAHAN,Mengumumkan,mou,KONSEP,2025-02-26 19:37:00
apple,PERUSAHAAN,Mempengaruhi,sertifikasi tkdn,KONSEP,2025-02-26 19:37:00
long harmony,PERUSAHAAN,BeroperasiDi,bandung,KOTA,2025-02-26 19:37:00
apple,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 19:37:00
pabrik,PERUSAHAAN,BeroperasiDi,batam,KOTA,2025-02-26 19:37:00
ict luxshare,PERUSAHAAN,Meningkatkan,investasi,INDIKATOR_EKONOMI,2025-02-26 19:37:00
kementerian perindustrian,PEMERINTAHAN,Mengaitkan,sanksi,KONSEP,2025-02-26 19:37:00
ict luxshare,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 19:37:00
apple,PERUSAHAAN,Memiliki,ict luxshare,PERUSAHAAN,2025-02-26 19:37:00
kementerian perindustrian,PEMERINTAHAN,Mengumumkan,apple,PERUSAHAAN,2025-02-26 19:37:00
joko widodo,ORANG,BerdampakPositif,masyarakat,ORANG,2025-02-26 19:14:00
pemerintah,PEMERINTAHAN,BerdampakPositif,rakyat,ORANG,2025-02-26 19:14:00
pemerintah,PEMERINTAHAN,BerdampakPositif,negara,NEGARA,2025-02-26 19:14:00
badan pengelola investasi,ORGANISASI,BeroperasiDi,aset-aset bumn,KONSEP,2025-02-26 19:14:00
joko widodo,ORANG,Mempengaruhi,pengelolaan danantara,KONSEP,2025-02-26 19:14:00
joko widodo,ORANG,Mengumumkan,badan pengelola investasi,ORGANISASI,2025-02-26 19:14:00
badan pengelola investasi,ORGANISASI,Meningkatkan,produktivitas,KONSEP,2025-02-26 19:14:00
badan pengelola investasi,ORGANISASI,Mengendalikan,sumber daya manusia,KONSEP,2025-02-26 19:14:00
badan pengelola investasi,ORGANISASI,Memiliki,tujuan yang baik,KONSEP,2025-02-26 19:14:00
hashim djojohadikusumo,ORANG,Mempengaruhi,toyota,PERUSAHAAN,2025-02-26 19:04:00
toyota,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 19:04:00
toyota,PERUSAHAAN,Mengumumkan,rencana untuk mengalihkan investasi,KONSEP,2025-02-26 19:04:00
hashim djojohadikusumo,ORANG,Berpartisipasi,melobi pemerintah,KONSEP,2025-02-26 19:04:00
indonesia,NEGARA,BerdampakNegatif,300.000 keluarga,INDIKATOR_EKONOMI,2025-02-26 19:04:00
hashim djojohadikusumo,ORANG,Memperkenalkan,free trade agreement antara indonesia dan meksiko,KONSEP,2025-02-26 19:04:00
toyota,PERUSAHAAN,Memiliki,global hub for the global south,KONSEP,2025-02-26 19:04:00
industri tekstil dan sepatu,SEKTOR,Memperkenalkan,lapangan kerja baru di wilayah pulau jawa,INDIKATOR_EKONOMI,2025-02-26 18:28:00
industri tekstil dan sepatu,SEKTOR,Berpartisipasi,relokasi dari vietnam,KONSEP,2025-02-26 18:28:00
industri tekstil dan sepatu,SEKTOR,Mempengaruhi,"1,5 juta lapangan kerja baru",INDIKATOR_EKONOMI,2025-02-26 18:28:00
luhut binsar pandjaitan,ORANG,Mengumumkan,peluang investasi semikonduktor,KONSEP,2025-02-26 18:28:00
industri tekstil dan sepatu,SEKTOR,BerinvestasiDi,indonesia,NEGARA,2025-02-26 18:28:00
otorita ikn,PEMERINTAHAN,Mengumumkan,minat investasi,INDIKATOR_EKONOMI,2025-02-26 18:11:00
sektor pariwisata,SEKTOR,Memiliki,fasilitas,KONSEP,2025-02-26 18:11:00
hotel qubika,PERUSAHAAN,BerinvestasiDi,rp 100 miliar,INDIKATOR_EKONOMI,2025-02-26 18:11:00
pt indonesia kubika nasional,PERUSAHAAN,Menghasilkan,hotel qubika,PERUSAHAAN,2025-02-26 18:11:00
restoran kampung kecil,PERUSAHAAN,BerinvestasiDi,rp 10 miliar,INDIKATOR_EKONOMI,2025-02-26 18:11:00
pt karya bsh mandiri,PERUSAHAAN,Menghasilkan,restoran kampung kecil,PERUSAHAAN,2025-02-26 18:11:00
bsh community hub,KONSEP,Memiliki,pusat kuliner,KONSEP,2025-02-26 18:11:00
bsh community hub,KONSEP,BeroperasiDi,hotel qubika,PERUSAHAAN,2025-02-26 18:11:00
bsh community hub,KONSEP,BeroperasiDi,restoran kampung kecil,PERUSAHAAN,2025-02-26 18:11:00
subang,KOTA,BeroperasiDi,pabrik vinfast,PERUSAHAAN,2025-02-26 18:07:00
pabrik vinfast,PERUSAHAAN,BerdampakPositif,industri kendaraan listrik di Indonesia,SEKTOR,2025-02-26 18:07:00
handal indonesia motor,PERUSAHAAN,BeroperasiDi,pabrik geely,PERUSAHAAN,2025-02-26 18:07:00
pabrik geely,PERUSAHAAN,BerdampakPositif,industri kendaraan listrik di Indonesia,SEKTOR,2025-02-26 18:07:00
vinfast,PERUSAHAAN,BerinvestasiDi,kendaraan listrik,PRODUK,2025-02-26 18:07:00
geely,PERUSAHAAN,BerinvestasiDi,kendaraan listrik,PRODUK,2025-02-26 18:07:00
kementerian investasi dan hilirisasi,PEMERINTAHAN,Meningkatkan,iklim investasi di indonesia,KONSEP,2025-02-26 17:43:00
pt katalis sinergi indonesia,PERUSAHAAN,BeroperasiDi,kawasan industri kujang cikampek (kikc),WILAYAH,2025-02-26 17:43:00
danantara,BADAN_REGULATOR,BerdampakPositif,ekonomi nasional,INDIKATOR_EKONOMI,2025-02-26 16:34:00
saham,INSTRUMEN_FINANSIAL,BerdampakNegatif,danantara,BADAN_REGULATOR,2025-02-26 16:34:00
danantara,BADAN_REGULATOR,Meningkatkan,sumber daya ekonomi nasional,SEKTOR,2025-02-26 16:34:00
danantara,BADAN_REGULATOR,Meningkatkan,kemandirian ekonomi,KONSEP,2025-02-26 16:34:00
danantara,BADAN_REGULATOR,Mengendalikan,investasi,INSTRUMEN_FINANSIAL,2025-02-26 16:34:00
hasan hasbi,ORANG,Mengumumkan,dana abadi nusantara,KONSEP,2025-02-26 16:34:00
danantara,BADAN_REGULATOR,BeroperasiDi,pembangunan,KONSEP,2025-02-26 16:34:00
danantara,BADAN_REGULATOR,Mengumumkan,dana abadi nusantara,KONSEP,2025-02-26 16:34:00
apple inc,PERUSAHAAN,Memiliki,apple software indonesia and technology institute,PRODUK,2025-02-26 16:11:00
apple inc,PERUSAHAAN,Memiliki,apple professional developer academy,PRODUK,2025-02-26 16:11:00
menteri perindustrian,PEMERINTAHAN,Mengumumkan,komitmen investasi,KONSEP,2025-02-26 16:11:00
apple inc,PERUSAHAAN,Memiliki,apple academy di indonesia,PRODUK,2025-02-26 16:11:00
apple inc,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2025-02-26 16:11:00
investor asal qatar,ORGANISASI,BerinvestasiDi,program 3 juta rumah,KONSEP,2025-02-26 15:19:00
hashim djojohadikusumo,ORANG,Mengumumkan,investor dari qatar,ORGANISASI,2025-02-26 15:19:00
uni emirat arab,NEGARA,BerinvestasiDi,1 juta unit apartemen,PRODUK,2025-02-26 15:19:00
apple,PERUSAHAAN,Menghasilkan,dokumen administrasi,KONSEP,2025-02-26 14:48:00
apple,PERUSAHAAN,Mengumumkan,dokumen mou,KONSEP,2025-02-26 14:48:00
kemenperin,PEMERINTAHAN,BerinvestasiDi,perundingan dengan apple,KONSEP,2025-02-26 14:48:00
menperin,PEMERINTAHAN,Mengumumkan,sertifikat tkdn,PRODUK,2025-02-26 14:48:00
kemenperin,PEMERINTAHAN,AnggotaDari,investasi di indonesia,KONSEP,2025-02-26 14:48:00
apple inc,PERUSAHAAN,Berpartisipasi,proses penerbitan sertifikat tkdn,KONSEP,2025-02-26 14:48:00
kemenperin,PEMERINTAHAN,Mengaitkan,nota kesepakatan,KONSEP,2025-02-26 14:48:00
kemenperin,PEMERINTAHAN,BerdampakPositif,produk apple inc,PERUSAHAAN,2025-02-26 14:48:00
menteri koordinator bidang pembangunan manusia dan kebudayaan,PEMERINTAHAN,Mengumumkan,beasiswa,KONSEP,2025-02-26 13:11:00
pratikno,ORANG,Mengumumkan,beasiswa,KONSEP,2025-02-26 13:11:00
pratikno,ORANG,Meningkatkan,global exposure,KONSEP,2025-02-26 13:11:00
indonesia,NEGARA,Memiliki,visi besar indonesia emas 2045,KONSEP,2025-02-26 13:11:00
tantowi yahya,ORANG,Mengumumkan,visi presiden prabowo subianto,KONSEP,2025-02-26 13:11:00
pemerintah,PEMERINTAHAN,Mempengaruhi,kolaborasi dengan lembaga pendidikan dan masyarakat,KONSEP,2025-02-26 13:11:00
otorita ibu kota nusantara,BADAN_REGULATOR,Mengumumkan,536 loi,PRODUK,2025-02-26 12:55:00
otorita ibu kota nusantara,BADAN_REGULATOR,Meningkatkan,daya tariknya,KONSEP,2025-02-26 12:55:00
proyek hunian,KONSEP,Menghasilkan,"nilai Rp 60,93 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
pt sumber mitra jaya,PERUSAHAAN,BerdampakPositif,proyek hunian,KONSEP,2025-02-26 11:08:00
pt adhi karya (persero) tbk,PERUSAHAAN,Berpartisipasi,proyek hunian,KONSEP,2025-02-26 11:08:00
pt nindya karya (persero),PERUSAHAAN,Berpartisipasi,proyek hunian,KONSEP,2025-02-26 11:08:00
ijm corporation berhad,PERUSAHAAN,Berpartisipasi,proyek hunian,KONSEP,2025-02-26 11:08:00
pt hutama karya (persero),PERUSAHAAN,BerdampakPositif,jalan dan terowongan multi-sarana,KONSEP,2025-02-26 11:08:00
pt brantas abipraya (persero),PERUSAHAAN,BerdampakPositif,jalan dan terowongan multi-sarana,KONSEP,2025-02-26 11:08:00
pt china harbour indonesia (chi),PERUSAHAAN,BerdampakPositif,jalan dan terowongan multi-sarana,KONSEP,2025-02-26 11:08:00
jalan dan terowongan multi-sarana,KONSEP,Mengendalikan,nilai proyeksi Rp 70 triliun,INDIKATOR_EKONOMI,2025-02-26 11:08:00
pt berkah bersinar abadi,PERUSAHAAN,Berpartisipasi,"investasi Rp 1,2 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
universitas negeri surabaya,PERUSAHAAN,Berpartisipasi,"investasi Rp 1,2 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
pemerintah,PEMERINTAHAN,BerdampakPositif,kerja sama dengan badan usaha,KONSEP,2025-02-26 11:08:00
pt puri persada lampung,PERUSAHAAN,Berpartisipasi,"investasi Rp 1,2 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
ibu kota nusantara,KONSEP,Mengumumkan,minat investasi swasta,KONSEP,2025-02-26 11:08:00
ibu kota nusantara,KONSEP,Menghasilkan,"investasi rp 58,4 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
ibu kota nusantara,KONSEP,Menghasilkan,"tambahan investasi rp 1,25 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
deputi pendanaan dan investasi otorita ikn agung wicaksono,ORANG,Mengumumkan,investasi tambahan ini dari lima perusahaan nasional,KONSEP,2025-02-26 11:08:00
badan usaha (kpbu),KONSEP,Mempengaruhi,investasi tambahan dari lima perusahaan nasional,KONSEP,2025-02-26 11:08:00
balikpapan ready mix nusantara,PERUSAHAAN,Berpartisipasi,"investasi Rp 1,2 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
pt brantas abipraya,PERUSAHAAN,Berpartisipasi,"investasi Rp 1,2 triliun",INDIKATOR_EKONOMI,2025-02-26 11:08:00
danantara,ORGANISASI,BerinvestasiDi,sektor-sektor strategis,SEKTOR,2025-02-26 05:40:00
danantara,ORGANISASI,Meningkatkan,pembangunan nasional,KONSEP,2025-02-26 05:40:00
akbar himawan buchari,ORANG,Berpartisipasi,danantara,ORGANISASI,2025-02-26 05:40:00
danantara,ORGANISASI,Mempengaruhi,ekonomi indonesia,SEKTOR,2025-02-26 05:40:00
badan pengelola investasi daya anagata nusantara,ORGANISASI,Mengumumkan,investasi terkuat dan terbesar di dunia,KONSEP,2025-02-26 05:40:00
nasabah,ORANG,BerinvestasiDi,emas,PRODUK,2025-02-25 22:32:00
logam mulia antam,PRODUK,Memiliki,tingkat kemurnian tinggi,KONSEP,2025-02-25 22:32:00
emas,PRODUK,Memiliki,potensi kenaikan nilai jangka panjang,KONSEP,2025-02-25 22:32:00
bsi,PERUSAHAAN,Mempengaruhi,investasi emas,KONSEP,2025-02-25 22:32:00
pt bank syariah indonesia tbk,PERUSAHAAN,Mengumumkan,layanan cicil emas bsi,PRODUK,2025-02-25 22:32:00
yusak benu,ORANG,Mengumumkan,persoalan serius di pelabuhan tenau kupang,KONSEP,2025-02-25 22:26:00
dpc indonesia national shipowner's association (insa) kupang,ORGANISASI,BeroperasiDi,pelabuhan tenau kupang,KOTA,2025-02-25 22:26:00
yusak benu,ORANG,Mempengaruhi,investasi maritim di provinsi ntt,INDIKATOR_EKONOMI,2025-02-25 22:26:00
yusak benu,ORANG,Meningkatkan,kondisi investasi di pelabuhan tenau,KONSEP,2025-02-25 22:26:00
investasi,INDIKATOR_EKONOMI,Menurunkan,realisasi investasi,INDIKATOR_EKONOMI,2025-02-25 21:17:00
pemerintah kota cimahi,PEMERINTAHAN,BeroperasiDi,kota cimahi,KOTA,2025-02-25 21:17:00
wakil wali kota cimahi,ORANG,Mengumumkan,menurunnya investasi di kota cimahi,INDIKATOR_EKONOMI,2025-02-25 21:17:00
wakil wali kota cimahi,ORANG,Mengumumkan,tingginya aksi premanisme,KONSEP,2025-02-25 21:17:00
premanisme,KONSEP,Mempengaruhi,realisasi investasi,INDIKATOR_EKONOMI,2025-02-25 21:17:00
badan pengurus pusat himpunan pengusaha muda indonesia,ORGANISASI,Mengumumkan,badan pengelola investasi daya anagata nusantara,ORGANISASI,2025-02-25 20:02:00
badan pengelola investasi daya anagata nusantara,ORGANISASI,Mengendalikan,aset,INDIKATOR_EKONOMI,2025-02-25 20:02:00
badan pengelola investasi daya anagata nusantara,ORGANISASI,Mempengaruhi,ekonomi ri,INDIKATOR_EKONOMI,2025-02-25 20:02:00
badan pengelola investasi daya anagata nusantara,ORGANISASI,Menghasilkan,uang sebanyak 900 miliar dollar as,INSTRUMEN_FINANSIAL,2025-02-25 20:02:00
dana anagata nusantara,ORGANISASI,Meningkatkan,sektor umkm,SEKTOR,2025-02-25 20:02:00
prabowo,ORANG,BerinvestasiDi,badan pengelola investasi daya anagata nusantara,ORGANISASI,2025-02-25 20:02:00
menteri bumn erick thohir,PEMERINTAHAN,BeroperasiDi,badan pengelola investasi daya anagata nusantara,ORGANISASI,2025-02-25 20:02:00
rosan perkasa roeslani,ORANG,BeroperasiDi,badan pengelola investasi daya anagata nusantara,ORGANISASI,2025-02-25 20:02:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Berpartisipasi,investasi oleh orang asing di indonesia,KONSEP,2025-02-25 19:08:00
imigrasi bali,ORGANISASI,Mengendalikan,investasi oleh orang asing di indonesia,KONSEP,2025-02-25 19:08:00
direktorat pengawasan dan penindakan keimigrasian,ORGANISASI,BerdampakNegatif,bisnis yang nilai investasinya diragukan,KONSEP,2025-02-25 19:08:00
parlindungan,ORANG,Mengumumkan,investasi fiktif,KONSEP,2025-02-25 19:08:00
parlindungan,ORANG,Mengumumkan,masalah izin tinggal,KONSEP,2025-02-25 19:08:00
